average_trace_fitness,discovered_pt,generalization,log_fitness,metricsAverageWeight,noise,perc_fit_traces,precision,simplicity,time_run_inductive_and_evaluate,time_ttc,tree,tree_size,type
1.0,"->( H928JW, X( 0TTDKY, τ ), X( A4YW6Q, τ ), X( 277S8Z, τ ), X( X2UG50, τ ), X( S3THSO, τ ), X( 6DE5IH, τ ), X( YPPBPU, τ ), X( *( LH2KDL, Q63P18, τ ), τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), X( *( F47KIT, VGARVB, τ ), τ ), X( YIZ3GF, τ ), X( *( SWE6O3, IWF91O, τ ), τ ) )",0.6685633618028521,1.0,0.6325671613550146,0.6000000000000001,100.0,0.2301263362487852,0.631578947368421,0.7114238739013672,0.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,classic
1.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",0.8917243223179526,1.0,0.8210886051927091,0.6,100.0,0.8326300984528833,0.56,0.6413187980651855,0.0393829345703125,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,ttc
1.0,"->( H928JW, X( 0TTDKY, τ ), X( A4YW6Q, τ ), X( 277S8Z, τ ), X( X2UG50, τ ), X( S3THSO, τ ), X( 6DE5IH, τ ), X( YPPBPU, τ ), X( *( LH2KDL, Q63P18, τ ), τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), X( *( F47KIT, VGARVB, τ ), τ ), X( YIZ3GF, τ ), X( *( SWE6O3, IWF91O, τ ), τ ) )",0.6685633618028521,1.0,0.6325671613550146,0.65,100.0,0.2301263362487852,0.631578947368421,0.6530139446258545,0.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,classic
1.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",0.8917243223179526,1.0,0.8210886051927091,0.65,100.0,0.8326300984528833,0.56,0.7065260410308838,0.03809809684753418,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,ttc
1.0,"->( H928JW, X( 0TTDKY, τ ), X( A4YW6Q, τ ), X( 277S8Z, τ ), X( X2UG50, τ ), X( S3THSO, τ ), X( 6DE5IH, τ ), X( YPPBPU, τ ), X( *( LH2KDL, Q63P18, τ ), τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), X( *( F47KIT, VGARVB, τ ), τ ), X( YIZ3GF, τ ), X( *( SWE6O3, IWF91O, τ ), τ ) )",0.6685633618028521,1.0,0.6325671613550146,0.7000000000000001,100.0,0.2301263362487852,0.631578947368421,0.679656982421875,0.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,classic
1.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( RKNWJX, τ ), X( 5RP2P8, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",0.8917243223179526,1.0,0.8216757914398549,0.7,100.0,0.8349788434414669,0.56,0.7204406261444092,0.03603982925415039,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,ttc
1.0,"->( H928JW, X( 0TTDKY, τ ), X( A4YW6Q, τ ), X( 277S8Z, τ ), X( X2UG50, τ ), X( S3THSO, τ ), X( 6DE5IH, τ ), X( YPPBPU, τ ), X( *( LH2KDL, Q63P18, τ ), τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), X( *( F47KIT, VGARVB, τ ), τ ), X( YIZ3GF, τ ), X( *( SWE6O3, IWF91O, τ ), τ ) )",0.6685633618028521,1.0,0.6325671613550146,0.75,100.0,0.2301263362487852,0.631578947368421,0.7164390087127686,0.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,classic
1.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( 6DE5IH, τ ), X( S3THSO, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",0.8917243223179526,1.0,0.820796249118814,0.75,100.0,0.8314606741573034,0.56,0.6464478969573975,0.04050397872924805,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,ttc
1.0,"->( H928JW, X( 0TTDKY, τ ), X( A4YW6Q, τ ), X( 277S8Z, τ ), X( X2UG50, τ ), X( S3THSO, τ ), X( 6DE5IH, τ ), X( YPPBPU, τ ), X( *( LH2KDL, Q63P18, τ ), τ ), X( RKNWJX, τ ), X( 5RP2P8, τ ), X( *( F47KIT, VGARVB, τ ), τ ), X( YIZ3GF, τ ), X( *( SWE6O3, IWF91O, τ ), τ ) )",0.6685633618028521,1.0,0.6326119243070178,0.8,100.0,0.23030538805679834,0.631578947368421,0.795501708984375,0.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,classic
1.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( RKNWJX, τ ), X( 5RP2P8, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",0.8917243223179526,1.0,0.8216757914398549,0.8,100.0,0.8349788434414669,0.56,0.7036268711090088,0.03648471832275391,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,ttc
1.0,"->( H928JW, X( 0TTDKY, τ ), X( A4YW6Q, τ ), X( 277S8Z, τ ), X( X2UG50, τ ), X( S3THSO, τ ), X( 6DE5IH, τ ), X( YPPBPU, τ ), X( *( LH2KDL, Q63P18, τ ), τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), X( *( F47KIT, VGARVB, τ ), τ ), X( YIZ3GF, τ ), X( *( SWE6O3, IWF91O, τ ), τ ) )",0.6685633618028521,1.0,0.6325671613550146,0.8500000000000001,100.0,0.2301263362487852,0.631578947368421,0.642254114151001,0.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,classic
1.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( 6DE5IH, τ ), X( S3THSO, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",0.8917243223179526,1.0,0.820796249118814,0.85,100.0,0.8314606741573034,0.56,0.7196099758148193,0.03719902038574219,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,ttc
1.0,"->( H928JW, X( 0TTDKY, τ ), X( A4YW6Q, τ ), X( 277S8Z, τ ), X( X2UG50, τ ), X( S3THSO, τ ), X( 6DE5IH, τ ), X( YPPBPU, τ ), X( *( LH2KDL, Q63P18, τ ), τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), X( *( F47KIT, VGARVB, τ ), τ ), X( YIZ3GF, τ ), X( *( SWE6O3, IWF91O, τ ), τ ) )",0.6685633618028521,1.0,0.6325671613550146,0.9,100.0,0.2301263362487852,0.631578947368421,0.7074449062347412,0.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,classic
1.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( RKNWJX, τ ), X( 5RP2P8, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",0.8917243223179526,1.0,0.8216757914398549,0.9,100.0,0.8349788434414669,0.56,0.6393001079559326,0.04698801040649414,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,ttc
1.0,"->( H928JW, X( 0TTDKY, τ ), X( A4YW6Q, τ ), X( 277S8Z, τ ), X( X2UG50, τ ), X( S3THSO, τ ), X( 6DE5IH, τ ), X( YPPBPU, τ ), X( *( LH2KDL, Q63P18, τ ), τ ), X( RKNWJX, τ ), X( 5RP2P8, τ ), X( *( F47KIT, VGARVB, τ ), τ ), X( YIZ3GF, τ ), X( *( SWE6O3, IWF91O, τ ), τ ) )",0.6685633618028521,1.0,0.6326119243070178,0.95,100.0,0.23030538805679834,0.631578947368421,0.6491298675537109,0.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,classic
1.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( RKNWJX, τ ), X( 5RP2P8, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",0.8917243223179526,1.0,0.8216757914398549,0.95,100.0,0.8349788434414669,0.56,0.7007739543914795,0.03480792045593262,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,ttc
1.0,"->( H928JW, X( 0TTDKY, τ ), X( A4YW6Q, τ ), X( 277S8Z, τ ), X( X2UG50, τ ), X( S3THSO, τ ), X( 6DE5IH, τ ), X( YPPBPU, τ ), X( *( LH2KDL, Q63P18, τ ), τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), X( *( F47KIT, VGARVB, τ ), τ ), X( YIZ3GF, τ ), X( *( SWE6O3, IWF91O, τ ), τ ) )",0.6685633618028521,1.0,0.6325671613550146,1.0,100.0,0.2301263362487852,0.631578947368421,0.7896268367767334,0.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,classic
1.0,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",0.8917243223179526,1.0,0.8210886051927091,1.0,100.0,0.8326300984528833,0.56,0.6714520454406738,0.034723758697509766,"->( H928JW, 0TTDKY, A4YW6Q, 277S8Z, X2UG50, X( S3THSO, τ ), X( 6DE5IH, τ ), YPPBPU, *( LH2KDL, Q63P18, τ ), X( 5RP2P8, τ ), X( RKNWJX, τ ), *( F47KIT, VGARVB, τ ), YIZ3GF, *( SWE6O3, IWF91O, τ ) )",32,ttc
1.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.0,100.0,0.9900542495479204,0.5185185185185185,0.20662403106689453,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
1.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.0,100.0,0.9900542495479204,0.5185185185185185,0.1964728832244873,0.039457082748413086,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,ttc
1.0,"->( Z9S6FK, X( *( X( ->( SO3136, X( 7R8JE0, τ ), X( NZRLON, τ ), X( QB6EW2, τ ), X( 72Z7I2, τ ) ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ), τ ) )",0.6471533348388318,1.0,0.6942907538452355,0.05,100.0,0.5300096805421104,0.6000000000000001,0.15382003784179688,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
1.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.05,100.0,0.9900542495479204,0.5185185185185185,0.1810910701751709,0.03224611282348633,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,ttc
1.0,"->( Z9S6FK, X( *( X( ->( SO3136, X( 7R8JE0, τ ), X( NZRLON, τ ), X( QB6EW2, τ ), X( 72Z7I2, τ ) ), ->( 0QH8QI, X( XGA543, τ ), X( 3KCNBR, τ ), X( RAR846, τ ) ) ), MHQ06E, τ ), τ ) )",0.5547028584332844,1.0,0.6530550852376916,0.1,100.0,0.4211538461538461,0.6363636363636364,0.2707540988922119,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
1.0,"->( Z9S6FK, *( X( ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ), ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.1,100.0,0.9900542495479204,0.5185185185185185,0.18603110313415527,0.03251314163208008,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,ttc
1.0,"->( Z9S6FK, X( *( X( ->( SO3136, X( 7R8JE0, τ ), X( NZRLON, τ ), X( QB6EW2, τ ), X( 72Z7I2, τ ) ), ->( 0QH8QI, X( XGA543, τ ), X( 3KCNBR, τ ), X( RAR846, τ ) ) ), MHQ06E, τ ), τ ) )",0.5547028584332844,1.0,0.6530550852376916,0.15000000000000002,100.0,0.4211538461538461,0.6363636363636364,0.2657999992370605,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
1.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.15,100.0,0.9900542495479204,0.5185185185185185,0.2552146911621094,0.03909897804260254,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,ttc
1.0,"->( Z9S6FK, X( *( X( ->( SO3136, X( 7R8JE0, τ ), X( NZRLON, τ ), X( QB6EW2, τ ), X( 72Z7I2, τ ) ), ->( 0QH8QI, XGA543, X( 3KCNBR, τ ), X( RAR846, τ ) ) ), MHQ06E, τ ), τ ) )",0.5824380013549486,1.0,0.6691976915089044,0.2,100.0,0.4693527646806687,0.625,0.16189885139465332,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
1.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.2,100.0,0.9900542495479204,0.5185185185185185,0.24718999862670896,0.0326998233795166,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,ttc
1.0,"->( Z9S6FK, X( *( X( ->( SO3136, X( 7R8JE0, τ ), X( NZRLON, τ ), X( QB6EW2, τ ), X( 72Z7I2, τ ) ), ->( 0QH8QI, X( XGA543, τ ), X( 3KCNBR, τ ), X( RAR846, τ ) ) ), MHQ06E, τ ), τ ) )",0.5547028584332844,1.0,0.6530550852376916,0.25,100.0,0.4211538461538461,0.6363636363636364,0.17043781280517578,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
1.0,"->( Z9S6FK, *( X( ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ), ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.25,100.0,0.9900542495479204,0.5185185185185185,0.2138690948486328,0.036243200302124016,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,ttc
1.0,"->( Z9S6FK, X( *( X( ->( SO3136, X( 7R8JE0, τ ), X( NZRLON, τ ), X( QB6EW2, τ ), X( 72Z7I2, τ ) ), ->( 0QH8QI, X( XGA543, τ ), X( 3KCNBR, τ ), X( RAR846, τ ) ) ), MHQ06E, τ ), τ ) )",0.5547028584332844,1.0,0.6530550852376916,0.30000000000000004,100.0,0.4211538461538461,0.6363636363636364,0.17490267753601074,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
1.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.3,100.0,0.9900542495479204,0.5185185185185185,0.2491469383239746,0.0388939380645752,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,ttc
1.0,"->( Z9S6FK, X( *( X( ->( SO3136, X( 7R8JE0, τ ), X( NZRLON, τ ), X( QB6EW2, τ ), X( 72Z7I2, τ ) ), ->( 0QH8QI, X( XGA543, τ ), X( 3KCNBR, τ ), X( RAR846, τ ) ) ), MHQ06E, τ ), τ ) )",0.5547028584332844,1.0,0.6530550852376916,0.35000000000000003,100.0,0.4211538461538461,0.6363636363636364,0.2712540626525879,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
1.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.35,100.0,0.9900542495479204,0.5185185185185185,0.19583582878112796,0.06541895866394043,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,ttc
1.0,"->( Z9S6FK, X( *( X( ->( SO3136, X( 7R8JE0, τ ), X( NZRLON, τ ), X( QB6EW2, τ ), X( 72Z7I2, τ ) ), ->( 0QH8QI, XGA543, X( 3KCNBR, τ ), X( RAR846, τ ) ) ), MHQ06E, τ ), τ ) )",0.5824380013549486,1.0,0.6691976915089044,0.4,100.0,0.4693527646806687,0.625,0.16257095336914062,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
1.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.4,100.0,0.9900542495479204,0.5185185185185185,0.1801609992980957,0.031755924224853516,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,ttc
1.0,"->( Z9S6FK, X( *( X( ->( SO3136, X( 7R8JE0, τ ), X( NZRLON, τ ), X( QB6EW2, τ ), X( 72Z7I2, τ ) ), ->( 0QH8QI, X( XGA543, τ ), X( 3KCNBR, τ ), X( RAR846, τ ) ) ), MHQ06E, τ ), τ ) )",0.5547028584332844,1.0,0.6530550852376916,0.45,100.0,0.4211538461538461,0.6363636363636364,0.1702258586883545,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
1.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",0.8963400019356408,1.0,0.8512281925005201,0.45,100.0,0.9900542495479204,0.5185185185185185,0.2286646366119385,0.04057097434997559,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,ttc
1.0,"->( Z9S6FK, X( *( X( ->( SO3136, X( 7R8JE0, τ ), X( NZRLON, τ ), X( QB6EW2, τ ), X( 72Z7I2, τ ) ), ->( 0QH8QI, X( XGA543, τ ), X( 3KCNBR, τ ), X( RAR846, τ ) ) ), MHQ06E, τ ), τ ) )",0.5547028584332844,1.0,0.6530550852376916,0.5,100.0,0.4211538461538461,0.6363636363636364,0.3226020336151123,0.0,"->( Z9S6FK, *( X( ->( SO3136, 7R8JE0, NZRLON, QB6EW2, 72Z7I2 ), ->( 0QH8QI, XGA543, 3KCNBR, RAR846 ) ), MHQ06E, τ ) )",17,classic
